label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
394        0.743      0.375      -116.635   nan        0.966      124.278    1.000      132.009   
395        0.746      0.382      -116.614   nan        0.966      124.296    1.000      132.238   
396        0.746      0.377      -116.594   nan        0.966      124.479    1.000      132.466   
397        0.745      0.376      -116.573   nan        0.966      124.362    1.000      132.696   
398        0.745      0.380      -116.552   nan        0.966      124.226    1.000      132.926   
399        0.744      0.380      -116.532   nan        0.966      124.351    1.000      133.155   
400        0.746      0.380      -116.511   nan        0.966      124.147    1.000      133.384   
401        0.749      0.382      -116.490   nan        0.965      124.259    1.000      138.547   
402        0.750      0.384      -116.470   nan        0.965      124.243    1.000      138.782   
403        0.748      0.376      -116.449   nan        0.965      124.287    1.000      139.015   
404        0.746      0.386      -116.429   nan        0.965      124.047    1.000      139.249   
405        0.750      0.384      -116.408   nan        0.965      124.103    1.000      139.483   
406        0.749      0.387      -116.387   nan        0.965      124.097    1.000      139.726   
407        0.747      0.390      -116.367   nan        0.965      124.258    1.000      139.966   
408        0.750      0.385      -116.346   nan        0.965      124.303    1.000      140.202   
409        0.749      0.393      -116.326   nan        0.965      124.214    1.000      140.435   
410        0.749      0.393      -116.305   nan        0.965      124.056    1.000      140.669   
411        0.752      0.387      -116.285   nan        0.964      124.193    1.000      140.903   
412        0.751      0.388      -116.264   nan        0.964      124.263    1.000      141.140   
413        0.752      0.395      -116.244   nan        0.964      124.011    1.000      141.372   
414        0.755      0.394      -116.224   nan        0.964      124.304    1.000      141.606   
415        0.752      0.392      -116.204   nan        0.964      124.135    1.000      141.838   
416        0.753      0.392      -116.184   nan        0.964      124.080    1.000      142.070   
417        0.754      0.393      -116.163   nan        0.964      124.235    1.000      142.304   
418        0.753      0.396      -116.143   nan        0.964      124.120    1.000      142.537   
419        0.753      0.399      -116.123   nan        0.964      123.954    1.000      142.769   
420        0.752      0.393      -116.103   nan        0.964      124.095    1.000      143.005   
421        0.755      0.400      -116.083   nan        0.964      123.736    1.000      143.242   
422        0.754      0.399      -116.063   nan        0.964      124.014    1.000      143.474   
423        0.755      0.409      -116.043   nan        0.964      124.050    1.000      143.707   
424        0.756      0.404      -116.023   nan        0.963      123.932    1.000      143.940   
425        0.758      0.401      -116.003   nan        0.963      123.878    1.000      144.173   
426        0.755      0.402      -115.983   nan        0.963      124.005    1.000      144.405   
427        0.759      0.404      -115.963   nan        0.963      124.035    1.000      144.639   
428        0.759      0.402      -115.944   nan        0.963      123.874    1.000      144.875   
429        0.758      0.409      -115.924   nan        0.963      123.906    1.000      145.111   
430        0.756      0.402      -115.904   nan        0.963      123.890    1.000      145.343   
431        0.756      0.410      -115.885   nan        0.963      123.681    1.000      145.576   
432        0.759      0.408      -115.865   nan        0.963      123.897    1.000      145.808   
433        0.760      0.409      -115.845   nan        0.963      123.596    1.000      146.041   
434        0.759      0.412      -115.826   nan        0.963      123.919    1.000      146.274   
435        0.757      0.411      -115.806   nan        0.962      123.895    1.000      146.506   
436        0.757      0.415      -115.786   nan        0.962      123.808    1.000      146.740   
437        0.759      0.409      -115.767   nan        0.962      123.911    1.000      146.973   
438        0.761      0.413      -115.747   nan        0.962      123.826    1.000      147.204   
439        0.760      0.421      -115.728   nan        0.962      123.665    1.000      147.438   
440        0.761      0.417      -115.709   nan        0.962      123.819    1.000      147.670   
441        0.763      0.413      -115.689   nan        0.962      123.831    1.000      147.903   
442        0.764      0.419      -115.670   nan        0.962      123.854    1.000      148.137   
443        0.762      0.413      -115.650   nan        0.962      123.585    1.000      148.369   
444        0.762      0.416      -115.631   nan        0.962      123.726    1.000      148.604   
445        0.764      0.425      -115.611   nan        0.961      123.443    1.000      148.838   
446        0.764      0.419      -115.592   nan        0.961      123.571    1.000      149.072   
447        0.763      0.421      -115.573   nan        0.961      123.517    1.000      149.305   
448        0.764      0.421      -115.554   nan        0.961      123.760    1.000      149.538   
449        0.765      0.425      -115.535   nan        0.961      123.540    1.000      149.772   
450        0.766      0.418      -115.515   nan        0.961      123.719    1.000      150.010   
451        0.766      0.428      -115.496   nan        0.961      123.496    1.000      155.253   
452        0.764      0.429      -115.477   nan        0.961      123.412    1.000      155.486   
453        0.766      0.427      -115.458   nan        0.961      123.437    1.000      155.717   
454        0.763      0.430      -115.439   nan        0.961      123.585    1.000      155.953   
